================================================================
   PREDATOR X — AUTHORIZATION CHAIN BACKFILL
================================================================
Dossiers needing backfill: 5592 | Dry-run: False
----------------------------------------------------------------
  Re-running PRV_NOV_003875fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_003875fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3748ced6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3748ced6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37548c7b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37548c7b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37551433 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37551433.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3761ac94 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3761ac94.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37631b3e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37631b3e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_377601ca through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_377601ca.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37780c9c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37780c9c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_377ba20e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_377ba20e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37866723 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37866723.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37870546 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37870546.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_378bc974 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_378bc974.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_378fe7ae through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_378fe7ae.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3790fd8f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3790fd8f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37a9df18 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37a9df18.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37aaa3d0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37aaa3d0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37ac39c4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37ac39c4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37b3d74d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37b3d74d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37bd376a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37bd376a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37bd4199 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37bd4199.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37c0da42 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37c0da42.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37c6d6d3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37c6d6d3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37cc88c6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37cc88c6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37d9e3be through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37d9e3be.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37db17e5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37db17e5.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37dedac8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37dedac8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37e0cd6e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37e0cd6e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37e30949 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37e30949.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_37e5c256 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37e5c256.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37fa2462 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37fa2462.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_37fc4a78 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_37fc4a78.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3802bd61 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3802bd61.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_380756e3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_380756e3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3815746e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3815746e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3815dc8b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3815dc8b.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_382e72c4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_382e72c4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_383f255d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_383f255d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_38403611 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38403611.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_384488f5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_384488f5.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_385912eb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_385912eb.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_385efede through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_385efede.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38604cc6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38604cc6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_38607292 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38607292.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3864ed5c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3864ed5c.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_387454e0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_387454e0.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38749d57 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38749d57.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3877d7aa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3877d7aa.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38894320 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38894320.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3892214a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3892214a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38a8d3ae through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38a8d3ae.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38b1157e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38b1157e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_38c4245a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38c4245a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38c64b45 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38c64b45.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38cc2c58 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38cc2c58.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38cda0f2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38cda0f2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_38d1145c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38d1145c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38d1ef5f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38d1ef5f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_38db745f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38db745f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38de1d86 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38de1d86.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38dfa854 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38dfa854.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38e0674f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38e0674f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38e6aef7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38e6aef7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_38f60cd4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38f60cd4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_38f666a6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_38f666a6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_39008b20 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39008b20.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3905a366 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3905a366.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_390ae246 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_390ae246.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_390b3755 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_390b3755.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_390c579b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_390c579b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3918af91 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3918af91.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3918e064 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3918e064.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_391cfe32 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_391cfe32.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_391fc4ce through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_391fc4ce.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39213a22 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39213a22.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3922859d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3922859d.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_39256cc1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39256cc1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3926dff0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3926dff0.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_392a579d through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_392a579d.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_392f15dd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_392f15dd.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_393627c7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_393627c7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3937c51f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3937c51f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3938d590 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3938d590.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_393a20e6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_393a20e6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_393ac42f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_393ac42f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39472c51 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39472c51.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_394896e6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_394896e6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_394ea241 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_394ea241.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3950518e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3950518e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3950fc7c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3950fc7c.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3951298f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3951298f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3955ad3b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3955ad3b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_395ee8e2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_395ee8e2.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3964104e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3964104e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39659ba3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39659ba3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3966524a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3966524a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_396884e8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_396884e8.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3968c4f2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3968c4f2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_396bfb11 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_396bfb11.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_396cd4d3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_396cd4d3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_396ea233 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_396ea233.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39718d7b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39718d7b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3971d11f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3971d11f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3971f5f4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3971f5f4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_39755999 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39755999.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3994d094 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3994d094.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3999681e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3999681e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_399ac976 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_399ac976.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39a4f52c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39a4f52c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39a65e3b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39a65e3b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39a9bd13 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39a9bd13.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39aa7c5b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39aa7c5b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39ac43ed through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39ac43ed.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39af692e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39af692e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39b1eec7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39b1eec7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_39b93025 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39b93025.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39c02b7a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39c02b7a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39c1ecd5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39c1ecd5.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39c82f36 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39c82f36.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39ca495b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39ca495b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39e02d55 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39e02d55.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_39eb32aa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39eb32aa.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39f350ca through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39f350ca.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_39f5b506 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39f5b506.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_39f68762 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_39f68762.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a005bad through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a005bad.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a11b830 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a11b830.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a15ef2e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a15ef2e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a1d0124 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a1d0124.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a1e5079 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a1e5079.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a21716e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a21716e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a2571e0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a2571e0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a2da719 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a2da719.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a3236f2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a3236f2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a328084 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a328084.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a34ff68 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a34ff68.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a3649bd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a3649bd.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a371448 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a371448.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a3a7f1c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a3a7f1c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a3e5f3f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a3e5f3f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a450c22 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a450c22.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a487756 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a487756.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_3a4d450a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a4d450a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a53062e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a53062e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a536073 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a536073.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_3a5964ca through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_3a5964ca.json (auth=8/11, grade=REJECTED)
