nct_id,intervention_name,intervention_type,condition,phase,overall_status,sponsor,smiles
NCT01351753,Metformin,DRUG,Obesity; Metabolic Syndrome X,phase2,TERMINATED,University of Iowa,
NCT01351753,Orlistat,DRUG,Obesity; Metabolic Syndrome X,phase2,TERMINATED,University of Iowa,
NCT01351753,Topiramate,DRUG,Obesity; Metabolic Syndrome X,phase2,TERMINATED,University of Iowa,
NCT01351753,Placebo,DRUG,Obesity; Metabolic Syndrome X,phase2,TERMINATED,University of Iowa,
NCT01151553,CRT Therapy,DEVICE,Congestive Heart Failure,na,TERMINATED,Emory University,
NCT03626545,Canakinumab,DRUG,Non-Small-Cell Lung,phase3,TERMINATED,Novartis Pharmaceuticals,
NCT03626545,Docetaxel,DRUG,Non-Small-Cell Lung,phase3,TERMINATED,Novartis Pharmaceuticals,
NCT03626545,Placebo,OTHER,Non-Small-Cell Lung,phase3,TERMINATED,Novartis Pharmaceuticals,
NCT05703945,Progressive training program,OTHER,Healthy Ageing,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT05703945,Control group,OTHER,Healthy Ageing,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT01301482,Ear Acupuncture,DEVICE,Acute Sore Throat,na,TERMINATED,Mike O'Callaghan Military Hospital,
NCT00831480,everolimus,DRUG,Kidney Cancer,phase2,TERMINATED,Linda C. Higgins,
NCT03637296,Critical time intervention,OTHER,Schizophrenia; Medical Complication,na,TERMINATED,New York State Psychiatric Institute,
NCT00034788,Becaplermin,DRUG,Foot Ulcer; Diabetic Foot; Skin Ulcer; Diabetic Neuropathies,phase3,TERMINATED,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",
NCT05993169,Body Composition optimization visits,OTHER,"Obesity, Morbid",na,TERMINATED,Jacob M. Elkins,
NCT05224869,Medical Device Usage and Evaluation,DEVICE,Prostate Cancer,na,TERMINATED,Icahn School of Medicine at Mount Sinai,
NCT05224869,CT simulation,PROCEDURE,Prostate Cancer,na,TERMINATED,Icahn School of Medicine at Mount Sinai,
NCT05224869,Stereotactic body radiation therapy,PROCEDURE,Prostate Cancer,na,TERMINATED,Icahn School of Medicine at Mount Sinai,
NCT05224869,Brachytherapy,RADIATION,Prostate Cancer,na,TERMINATED,Icahn School of Medicine at Mount Sinai,
NCT05224869,Post-implant dosimetry scan,PROCEDURE,Prostate Cancer,na,TERMINATED,Icahn School of Medicine at Mount Sinai,
NCT00499369,irinotecan hydrochloride,DRUG,Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer,phase3,TERMINATED,National Cancer Institute (NCI),
NCT00499369,leucovorin calcium,DRUG,Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer,phase3,TERMINATED,National Cancer Institute (NCI),
NCT00499369,fluorouracil,DRUG,Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer,phase3,TERMINATED,National Cancer Institute (NCI),
NCT00499369,cetuximab,BIOLOGICAL,Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer,phase3,TERMINATED,National Cancer Institute (NCI),
NCT00499369,bevacizumab,BIOLOGICAL,Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer,phase3,TERMINATED,National Cancer Institute (NCI),
NCT00362869,Levofloxacin,DRUG,Escherichia Coli Infections,phase1,TERMINATED,National Institute of Allergy and Infectious Diseases (NIAID),
NCT00362869,Placebo,DRUG,Escherichia Coli Infections,phase1,TERMINATED,National Institute of Allergy and Infectious Diseases (NIAID),
NCT00362869,Enteroaggregative E. coli (EAEC),BIOLOGICAL,Escherichia Coli Infections,phase1,TERMINATED,National Institute of Allergy and Infectious Diseases (NIAID),
NCT04140669,Automated Myocardial Performance Index (MPI),DEVICE,Twin to Twin Transfusion Syndrome; Congenital Diaphragmatic Hernia; Neural Tube Defects; Lower Urinary Tract Infection,na,TERMINATED,Mayo Clinic,
NCT00242541,Octreotide acetate,DRUG,Acromegaly,phase4,TERMINATED,Novartis Pharmaceuticals,
NCT06652841,transShield Embolic Protection System,DEVICE,Aortic Stenosis,na,TERMINATED,"TransAortic Medical, Inc.",
NCT01367405,Surgical decompression,PROCEDURE,Central Spinal Cord Syndrome,na,TERMINATED,Radboud University Medical Center,
NCT01367405,Conservative treatment,PROCEDURE,Central Spinal Cord Syndrome,na,TERMINATED,Radboud University Medical Center,
NCT04372966,Total hip arthroplasty,DEVICE,Hip Fractures,na,TERMINATED,NHS Lothian,
NCT04872556,Laser acupuncture device,DEVICE,Pain Cancer; Joint Pain,na,TERMINATED,Chang Gung Memorial Hospital,
NCT04872556,Pseudo-laser acupuncture,DEVICE,Pain Cancer; Joint Pain,na,TERMINATED,Chang Gung Memorial Hospital,
NCT03150056,GSK525762,DRUG,Solid Tumours,phase1,TERMINATED,GlaxoSmithKline,
NCT03150056,Abiraterone,DRUG,Solid Tumours,phase1,TERMINATED,GlaxoSmithKline,
NCT03150056,Enzalutamide,DRUG,Solid Tumours,phase1,TERMINATED,GlaxoSmithKline,
NCT03150056,Prednisone,DRUG,Solid Tumours,phase1,TERMINATED,GlaxoSmithKline,
NCT02930122,anakinra (150mg),DRUG,Anterior Cruciate Ligament Tear,phase2,TERMINATED,"Cale Jacobs, PhD",
NCT02930122,Saline intraarticularly,OTHER,Anterior Cruciate Ligament Tear,phase2,TERMINATED,"Cale Jacobs, PhD",
NCT00329329,satraplatin and capecitabine,DRUG,Malignancies,phase1,TERMINATED,Agennix,
NCT02164929,TAP block,PROCEDURE,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Epidural,PROCEDURE,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Paravertebral block,PROCEDURE,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Acetaminophen 1g IV,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Dexamethasone 4mg,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Midazolam up to 2mg,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Propofol 1-2.5 mg/kg,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Sevoflurane to keep a bispectral index of between 40-60,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Local infiltration with 10 mL of plain ropivacaine 0.25%,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Lidocaine,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Epinephrine,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT02164929,Hydromorphone,DRUG,Laparoscopic Colorectal Resection,na,TERMINATED,Duke University,
NCT01475253,Lidocaine Releasing Intravesical System - LiRIS®,DRUG,Interstitial Cystitis,phase2,TERMINATED,Allergan,
NCT01475253,LiRIS Placebo,OTHER,Interstitial Cystitis,phase2,TERMINATED,Allergan,
NCT01475253,Sham Cystoscopy Procedure,PROCEDURE,Interstitial Cystitis,phase2,TERMINATED,Allergan,
NCT01138553,Mifepristone,DRUG,Invasive Breast Cancer; Ductal Carcinoma in Situ,early_phase1,TERMINATED,"University of California, San Diego",
NCT02773472,electroacupuncture,DEVICE,Acute Pain,na,TERMINATED,The University of Hong Kong,
NCT02773472,morphine,DRUG,Acute Pain,na,TERMINATED,The University of Hong Kong,
NCT01495572,Fludarabine,DRUG,Metastatic Melanoma; Skin Cancer,phase2,TERMINATED,National Cancer Institute (NCI),
NCT01495572,Cyclophosphamide,DRUG,Metastatic Melanoma; Skin Cancer,phase2,TERMINATED,National Cancer Institute (NCI),
NCT01495572,Aldesleukin,DRUG,Metastatic Melanoma; Skin Cancer,phase2,TERMINATED,National Cancer Institute (NCI),
NCT01495572,MART-1 Reactive CD8+ PBL,DRUG,Metastatic Melanoma; Skin Cancer,phase2,TERMINATED,National Cancer Institute (NCI),
NCT03752372,hematopoietic stem cell transplantation,PROCEDURE,Inflammatory Bowel Diseases; Microbiota,na,TERMINATED,Children's Hospital of Fudan University,
NCT01587872,Fujinon EC-450BI5 double-balloon colonoscope,PROCEDURE,Colorectal Cancer; Colorectal Adenomas; Inflammatory Bowel Disease,na,TERMINATED,Sorlandet Hospital HF,
NCT05109195,Standard of Care (SOC),OTHER,"Depressive Disorder, Major",na,TERMINATED,"Janssen Research & Development, LLC",
NCT01716039,MTX 12.5,DRUG,Ulcerative Colitis,phase2,TERMINATED,Alimentiv Inc.,
NCT01716039,MTX 25,DRUG,Ulcerative Colitis,phase2,TERMINATED,Alimentiv Inc.,
NCT01716039,Adalimumab,DRUG,Ulcerative Colitis,phase2,TERMINATED,Alimentiv Inc.,
NCT02029495,210 mg brodalumab,DRUG,Psoriatic Arthritis,phase3,TERMINATED,"Bausch Health Americas, Inc.",
NCT02029495,140 mg brodalumab,DRUG,Psoriatic Arthritis,phase3,TERMINATED,"Bausch Health Americas, Inc.",
NCT02029495,Placebo,DRUG,Psoriatic Arthritis,phase3,TERMINATED,"Bausch Health Americas, Inc.",
NCT00884039,anecortave acetate,DRUG,Transplant; Intraocular Pressure,na,TERMINATED,Cornea Research Foundation of America,
NCT00884039,30 mg anecortave acetate,DRUG,Transplant; Intraocular Pressure,na,TERMINATED,Cornea Research Foundation of America,
NCT00945477,Pazopanib (GW786034),DRUG,Prostate Cancer,phase2,TERMINATED,"Illinois CancerCare, P.C.",
NCT01913301,Alagebrium,DRUG,Diastolic Heart Failure,phase2,TERMINATED,Cardiovascular Clinical Sciences Inc,
NCT04860401,Measurement of tissue oxygenation with novel diagnostic near-infrared spectroscopy device (OxyPrem) (no clinical decisions based on oxygenation levels),DEVICE,Tissue Oxygenation Measurement,na,TERMINATED,Hans Ulrich Bucher,
NCT03661424,HER2 BATs,DRUG,Breast Cancer Female; Leptomeningeal Metastases,phase1,TERMINATED,University of Virginia,
NCT01058759,Enoxaparin,DRUG,Non-small Cell Lung Cancer,phase3,TERMINATED,Hannover Medical School,
NCT01058759,No Enoxaparin,OTHER,Non-small Cell Lung Cancer,phase3,TERMINATED,Hannover Medical School,
NCT02632279,Tryptophan (TRP) depletion,OTHER,Parkinson's Disease,na,TERMINATED,Maastricht University Medical Center,
NCT02632279,Placebo,OTHER,Parkinson's Disease,na,TERMINATED,Maastricht University Medical Center,
NCT02632279,Stimulator ON,DEVICE,Parkinson's Disease,na,TERMINATED,Maastricht University Medical Center,
NCT02632279,Stimulator OFF,DEVICE,Parkinson's Disease,na,TERMINATED,Maastricht University Medical Center,
NCT04284462,Flavored carbonated soft drink (CSD),OTHER,Sweetness Liking Adaptation,na,TERMINATED,PepsiCo Global R&D,
NCT00595296,GeneSearch™ Breast Lymph Node (BLN) Assay,DEVICE,Breast Cancer,na,TERMINATED,"Janssen Diagnostics, LLC",
NCT00444262,hemodynamic optimisation guided using esophageal Doppler,PROCEDURE,Hip Fractures,phase3,TERMINATED,Assistance Publique - Hôpitaux de Paris,
NCT00444262,VOLUVEN and others solute,DRUG,Hip Fractures,phase3,TERMINATED,Assistance Publique - Hôpitaux de Paris,
NCT02359162,Gemcitabine,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Oxaliplatin,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Pegaspargase,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Etoposide,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Vincristine,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Doxorubicin,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Cyclophosphamide,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,Prednisone,DRUG,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT02359162,IMRT,RADIATION,"Lymphoma, Extranodal NK-T-Cell",phase3,TERMINATED,Sun Yat-sen University,
NCT00095862,allogeneic GM-CSF-secreting breast cancer vaccine,BIOLOGICAL,"Breast Cancer; Unspecified Adult Solid Tumor, Protocol Specific",phase1; phase2,TERMINATED,Wiseman Research Initiatives LLC,
NCT00095862,recombinant interferon alfa,BIOLOGICAL,"Breast Cancer; Unspecified Adult Solid Tumor, Protocol Specific",phase1; phase2,TERMINATED,Wiseman Research Initiatives LLC,
NCT00095862,cyclophosphamide,DRUG,"Breast Cancer; Unspecified Adult Solid Tumor, Protocol Specific",phase1; phase2,TERMINATED,Wiseman Research Initiatives LLC,
NCT02759562,Andecaliximab,DRUG,Cystic Fibrosis,phase2,TERMINATED,Gilead Sciences,
NCT02759562,Placebo,DRUG,Cystic Fibrosis,phase2,TERMINATED,Gilead Sciences,
NCT01947946,Benralizumab,BIOLOGICAL,Asthma,phase3,TERMINATED,AstraZeneca,
NCT01947946,Placebo,BIOLOGICAL,Asthma,phase3,TERMINATED,AstraZeneca,
NCT00286988,Topiramate,DRUG,Vomiting,phase4,TERMINATED,Monarch Medical Research,
NCT01677988,Neo-adjuvant Chemotherapy,DRUG,Adenocarcinoma of Head of Pancreas,phase2,TERMINATED,Medical University of South Carolina,
NCT01677988,Chemoradiation,RADIATION,Adenocarcinoma of Head of Pancreas,phase2,TERMINATED,Medical University of South Carolina,
NCT01677988,Surgical Resection,PROCEDURE,Adenocarcinoma of Head of Pancreas,phase2,TERMINATED,Medical University of South Carolina,
NCT05022303,Larazotide Acetate,DRUG,Covid19; Multisystem Inflammatory Syndrome in Children,phase2,TERMINATED,Massachusetts General Hospital,
NCT05022303,Placebo,DRUG,Covid19; Multisystem Inflammatory Syndrome in Children,phase2,TERMINATED,Massachusetts General Hospital,
NCT01915303,Pasireotide with or without cabergoline,DRUG,Cushings Disease,phase2,TERMINATED,Novartis Pharmaceuticals,
NCT01972061,Foot stimulation,DEVICE,Overactive Bladder,na,TERMINATED,"Christopher J Chermansky, MD",
NCT00176761,Interleukin-2 (IL-2),DRUG,Metastatic Colorectal Cancer,phase2,TERMINATED,University of Michigan Rogel Cancer Center,
NCT00641342,onlay mesh,DEVICE,Parastomal Hernia,phase2; phase3,TERMINATED,"University Hospital, Gentofte, Copenhagen",
NCT00472186,Lansoprazole,DRUG,Post-tonsillectomy Pain; Post-tonsillectomy Activity; Post-tonsillectomy Hydration,phase4,TERMINATED,Boston Children's Hospital,
NCT00472186,Placebo,DRUG,Post-tonsillectomy Pain; Post-tonsillectomy Activity; Post-tonsillectomy Hydration,phase4,TERMINATED,Boston Children's Hospital,
NCT04732286,Atezolizumab,DRUG,"Carcinoma, Hepatocellular",phase3,TERMINATED,Hoffmann-La Roche,
NCT04732286,Bevacizumab,DRUG,"Carcinoma, Hepatocellular",phase3,TERMINATED,Hoffmann-La Roche,
NCT01133873,Propoxyphene napsylate (XP20C),DRUG,Healthy,phase4,TERMINATED,Xanodyne Pharmaceuticals,
NCT01133873,Placebo,DRUG,Healthy,phase4,TERMINATED,Xanodyne Pharmaceuticals,
NCT06077773,Oral EP262,DRUG,Chronic Spontaneous Urticaria,phase2,TERMINATED,"Escient Pharmaceuticals, Inc",
NCT06077773,Placebo,DRUG,Chronic Spontaneous Urticaria,phase2,TERMINATED,"Escient Pharmaceuticals, Inc",
NCT03183869,Fecal microbiota,DRUG,Autoimmune Diseases; Relapsing Multiple Sclerosis,phase2,TERMINATED,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,
NCT02419469,Cytarabine,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Daunorubicin,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Vincristine,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Prednisone,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,PEG asparaginase,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Ofatumumab,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Rituximab,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Methotrexate,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Cyclophosphamide,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Mercaptopurine,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Doxorubicin,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Dexamethasone acetate,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT02419469,Thioguanine,DRUG,Leukemia; Precursor-B Acute Lymphoblastic Leukemia; Lymphoblastic Lymphoma; Lymphoma,phase2,TERMINATED,M.D. Anderson Cancer Center,
NCT03605069,QR-313,DRUG,"Epidermolysis Bullosa Dystrophica, Recessive; Epidermolysis Bullosa Dystrophica, Dominant",phase1; phase2,TERMINATED,Phoenicis Therapeutics,
NCT03605069,Placebo,DRUG,"Epidermolysis Bullosa Dystrophica, Recessive; Epidermolysis Bullosa Dystrophica, Dominant",phase1; phase2,TERMINATED,Phoenicis Therapeutics,
NCT02452983,Sertraline,DRUG,Myelodysplastic Syndromes,phase1,TERMINATED,Gustavo Rivero,
NCT02452983,Bone Marrow Aspirate/Biopsy,PROCEDURE,Myelodysplastic Syndromes,phase1,TERMINATED,Gustavo Rivero,
NCT00794183,CRT device settings,DEVICE,Heart Failure,early_phase1,TERMINATED,University of Minnesota,
NCT00782041,Oxaliplatin,DRUG,Uterine Neoplasms,phase2,TERMINATED,Sanofi,
NCT00782041,5-FluoroUracil,DRUG,Uterine Neoplasms,phase2,TERMINATED,Sanofi,
NCT00782041,Folinic acid,DRUG,Uterine Neoplasms,phase2,TERMINATED,Sanofi,
NCT01760941,Radiation Therapy,RADIATION,Symptomatic Osseous Bone Lesions From Any Malignancy,na,TERMINATED,Virginia Commonwealth University,
NCT01760941,Quality-of-Life Assessment,OTHER,Symptomatic Osseous Bone Lesions From Any Malignancy,na,TERMINATED,Virginia Commonwealth University,
NCT01760941,Survey Administration,OTHER,Symptomatic Osseous Bone Lesions From Any Malignancy,na,TERMINATED,Virginia Commonwealth University,
NCT02999854,ATIR101,BIOLOGICAL,Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; Myelodysplastic Syndrome,phase3,TERMINATED,Kiadis Pharma,
NCT02999854,Cyclophosphamide,DRUG,Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; Myelodysplastic Syndrome,phase3,TERMINATED,Kiadis Pharma,
NCT02999854,"T-cell depleted HSCT from a related, haploidentical donor",PROCEDURE,Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; Myelodysplastic Syndrome,phase3,TERMINATED,Kiadis Pharma,
NCT02999854,"T-cell replete HSCT from a related, haploidentical donor",PROCEDURE,Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; Myelodysplastic Syndrome,phase3,TERMINATED,Kiadis Pharma,
NCT04528654,Mobile Health Application,OTHER,Cardiovascular Risk Factor; Hypertension,na,TERMINATED,McMaster University,
NCT00350766,Autologous Bone Marrow Mononuclear Cells (ABMMC) Transplantation,PROCEDURE,Acute Myocardial Infarction,phase2; phase3,TERMINATED,"Ministry of Health, Brazil",
NCT00225056,docetaxel and capecitabine,DRUG,Metastatic Breast Cancer,phase2,TERMINATED,"Oncology Specialties, Alabama",
NCT00517751,X-STOP PEEK,DEVICE,Lumbar Spinal Stenosis,phase4,TERMINATED,Medtronic Spine LLC,
NCT01282151,Taxotere,DRUG,"Carcinoma, Non Small Cell Lung",phase3,TERMINATED,Chonnam National University Hospital,
NCT01282151,Pemetrexed,DRUG,"Carcinoma, Non Small Cell Lung",phase3,TERMINATED,Chonnam National University Hospital,
NCT00229229,Low glycemic load diet,OTHER,Obesity; Cardiovascular Disease; Metabolic Syndrome,phase4,TERMINATED,Queen's University,
NCT00229229,Canada Food Guide Diet,OTHER,Obesity; Cardiovascular Disease; Metabolic Syndrome,phase4,TERMINATED,Queen's University,
NCT00229229,Low glycemic index diet,OTHER,Obesity; Cardiovascular Disease; Metabolic Syndrome,phase4,TERMINATED,Queen's University,
NCT00229229,Low carbohydrate diet,OTHER,Obesity; Cardiovascular Disease; Metabolic Syndrome,phase4,TERMINATED,Queen's University,
NCT02428231,dimethyl fumarate,DRUG,Multiple Sclerosis,phase3,TERMINATED,Biogen,
NCT00573131,OncoGel (Paclitaxel gel),DRUG,Esophageal Cancer; Adenocarcinoma of the Esophagus; Squamous Cell Carcinoma,phase2,TERMINATED,Boston Scientific Corporation,
NCT00573131,cisplatin,DRUG,Esophageal Cancer; Adenocarcinoma of the Esophagus; Squamous Cell Carcinoma,phase2,TERMINATED,Boston Scientific Corporation,
NCT00573131,5-FU,DRUG,Esophageal Cancer; Adenocarcinoma of the Esophagus; Squamous Cell Carcinoma,phase2,TERMINATED,Boston Scientific Corporation,
NCT00573131,radiation therapy,RADIATION,Esophageal Cancer; Adenocarcinoma of the Esophagus; Squamous Cell Carcinoma,phase2,TERMINATED,Boston Scientific Corporation,
NCT00573131,esophageal resection,PROCEDURE,Esophageal Cancer; Adenocarcinoma of the Esophagus; Squamous Cell Carcinoma,phase2,TERMINATED,Boston Scientific Corporation,
NCT00301431,DVS-233,DRUG,Fibromyalgia,phase2; phase3,TERMINATED,Wyeth is now a wholly owned subsidiary of Pfizer,
NCT02672202,Duloxetine,DRUG,Post-operative Chronic Pain,na,TERMINATED,Rambam Health Care Campus,
NCT02672202,Pregabalin,DRUG,Post-operative Chronic Pain,na,TERMINATED,Rambam Health Care Campus,
NCT02672202,Placebo,DRUG,Post-operative Chronic Pain,na,TERMINATED,Rambam Health Care Campus,
NCT05394402,SHR0410 Injection,DRUG,Postsurgical Pain,phase2,TERMINATED,"Jiangsu HengRui Medicine Co., Ltd.",
NCT05394402,Placebo for SHR0410 Injection,DRUG,Postsurgical Pain,phase2,TERMINATED,"Jiangsu HengRui Medicine Co., Ltd.",
NCT04650594,MUTARS® modular reconstruction prostheses,PROCEDURE,Knee Disease; Bone Cancer,na,TERMINATED,"University Hospital, Lille",
NCT05971056,Care transition,OTHER,Multiple Myeloma,na,TERMINATED,Washington University School of Medicine,
NCT05971056,No care transition,OTHER,Multiple Myeloma,na,TERMINATED,Washington University School of Medicine,
NCT05274451,LYL797,BIOLOGICAL,"Triple Negative Breast Cancer; TNBC - Triple-Negative Breast Cancer; Non-small Cell Lung Cancer; Non Small Cell Lung Cancer; Non Small Cell Lung Cancer Metastatic; Non-Small Cell Carcinoma of Lung, TN",phase1,TERMINATED,"Lyell Immunopharma, Inc.",
NCT01813851,Exercise training in addition to nutritional support,DEVICE,"Chronic Renal Failure, Hemodialysis Treatment, Protein-energy Wasting",na,TERMINATED,Nantes University Hospital,
NCT02600429,RGN-259,DRUG,Neurotrophic Keratopathy,phase3,TERMINATED,"ReGenTree, LLC",
NCT02600429,Placebo,DRUG,Neurotrophic Keratopathy,phase3,TERMINATED,"ReGenTree, LLC",
NCT00387829,DuraGen Plus Adhesion Barrier Matrix,DEVICE,Spinal Injuries; Adhesions,na,TERMINATED,Integra LifeSciences Corporation,
NCT00748631,balloon kyphoplasty,DEVICE,Vertebral Fracture; Multiple Myeloma; Osteolytic Metastases,na,TERMINATED,Assistance Publique - Hôpitaux de Paris,
NCT06546553,PF-07826390,DRUG,Neoplasms; Non-small-cell Lung Cancer; Squamous Cell Carcinoma of the Head and Neck; Renal Cell Carcinoma; Colorectal Carcinoma; Ovarian Carcinoma,phase1,TERMINATED,Pfizer,
NCT06546553,sasanlimab,BIOLOGICAL,Neoplasms; Non-small-cell Lung Cancer; Squamous Cell Carcinoma of the Head and Neck; Renal Cell Carcinoma; Colorectal Carcinoma; Ovarian Carcinoma,phase1,TERMINATED,Pfizer,
NCT06546553,SOC (anti-PD-1 + platinum -based chemo),OTHER,Neoplasms; Non-small-cell Lung Cancer; Squamous Cell Carcinoma of the Head and Neck; Renal Cell Carcinoma; Colorectal Carcinoma; Ovarian Carcinoma,phase1,TERMINATED,Pfizer,
NCT01408953,bevacizumab,BIOLOGICAL,Keloid,phase2,TERMINATED,"Tirgan, Michael H., M.D.",
NCT02235545,St. Jude Medical Optisure Lead,DEVICE,"Heart Failure; Tachycardia, Ventricular",na,TERMINATED,Abbott Medical Devices,
NCT04566445,GT005,DRUG,Dry Age-related Macular Degeneration,phase2,TERMINATED,Gyroscope Therapeutics Limited,
NCT05452902,EXCAP Exercise,BEHAVIORAL,Chemotherapy-induced Peripheral Neuropathy,phase2,TERMINATED,"University of Maryland, Baltimore",
NCT05452902,Nutrition Education,BEHAVIORAL,Chemotherapy-induced Peripheral Neuropathy,phase2,TERMINATED,"University of Maryland, Baltimore",
NCT03089502,Exercise Rehabilitation,OTHER,"Breast Cancer; Left Ventricular Dysfunction; Heart Failure, Systolic",na,TERMINATED,"University Health Network, Toronto",
NCT00319202,Candesartan,DRUG,Glucose Intolerance; Obesity,phase4,TERMINATED,Fundación Cardiovascular de Colombia,
NCT00319202,Placebo,DRUG,Glucose Intolerance; Obesity,phase4,TERMINATED,Fundación Cardiovascular de Colombia,
NCT04141995,Digoxin,DRUG,Pancreas Cancer; Adenocarcinoma of the Pancreas,phase2,TERMINATED,University of Nebraska,
NCT04141995,5Fluorouracil,DRUG,Pancreas Cancer; Adenocarcinoma of the Pancreas,phase2,TERMINATED,University of Nebraska,
NCT04141995,Calcium Leucovorin,DRUG,Pancreas Cancer; Adenocarcinoma of the Pancreas,phase2,TERMINATED,University of Nebraska,
NCT04141995,Irinotecan,DRUG,Pancreas Cancer; Adenocarcinoma of the Pancreas,phase2,TERMINATED,University of Nebraska,
